# dvcd|name
DISM_YMD|해촉일자
DISM|해촉
DISOLDIER_DVCD|상이구분코드
DISOLDIER|상이
DISPCM_NM|배기량명
DISPCM|배기량
DISP_DEPT_CD|표시부서코드
DISP_NAME|표시성명
DISP_ORD|표시순서
DISP_QEST_NO|표시문항번호
DISP_RESO_DEPT_CD|표시직책부서코드
DISP_RESO_NM|표시직책명
DISP_SBJT_CD|표시과목코드
DISP_SBJT_DVCD|표시과목구분코드
DISP_SBJT_ENG_NM|표시과목영문명
DISP_SBJT_NEIS_CD|표시과목나이스코드
DISP_SBJT_NM|표시과목명
DISP_SBJT_SIGN_CD|표시과목부호코드
DISP_YN|표시여부
DISP|표시
DISQFCT_DVCD|결격구분코드
DISQFCT_YN|결격여부
DISQFCT|결격
DISQU|부적격
DISS_ABSN_DCNT|질병결석일수
DISS_ELEV_DCNT|질병조퇴일수
DISS_ENVI_TEXT|질병시기내용
DISS_LTNS_DCNT|질병지각일수
DISS_NM|질병명
DISS_RESULT_DCNT|질병결과일수
DISS|질병
DISTI|식별
DIST_BASS_DVCD|거리기준구분코드
DIST_PNT|거리점수
DIST_RATE|거리비율
DIST_RISK_DVCD|거리위험도구분코드
DIST|거리
DISUS|폐설
DISU_DLNG_DVCD|불용처리구분코드
DISU_NO|불용번호
DISU_PGSS_STTUS_CD|불용진행상태코드
DISU_REASON_DVCD|불용사유구분코드
DISU_REQ_DVCD|불용요청구분코드
DISU_SEQ|불용순번
DISU_YMD|불용일자
DISU_YN|불용여부
DISU|불용
DKRM_NCNT|암실갯수
DKRM|암실
DLIV_MATER_FLPTH|전달사항파일경로
DLIV_MATER_ORGN_FILE_NM|전달사항원본파일명
DLIV_SUMMARY_TEXT|전달요약내용
DLIV_TEXT|전달내용
DLIV|전달
DLMT_DVCD|획정구분코드
DLMT_ODR|획정차수
DLMT_RDLMT_DVCD|획정재획정구분코드
DLMT_REASON|획정사유
DLMT_YMD|획정일자
DLMT|획정
DLNG_AUTH_CAND_KEY_NM|처리권한후보키명
DLNG_AUTH_CAND_KEY|처리권한후보키
DLNG_CLSPOS_CD|처리직급코드
DLNG_DTMS|처리일시분초
DLNG_DT_1|처리일시1
DLNG_DT_2|처리일시2
DLNG_DT|처리일시
DLNG_DVCD_1|처리구분코드1
DLNG_DVCD_2|처리구분코드2
DLNG_DVCD|처리구분코드
DLNG_FILE_NM|처리파일명
DLNG_ID_1|처리ID1
DLNG_ID_2|처리ID2
DLNG_ID|처리ID
DLNG_JOBC_DVCD|처리직종구분코드
DLNG_MEDIUM_YN|처리중여부
DLNG_MENU_CAND_KEY_NM|처리메뉴후보키명
DLNG_MENU_CAND_KEY|처리메뉴후보키
DLNG_MENU_ID|처리메뉴ID
DLNG_MSSAGE|처리메시지
DLNG_NUMB|처리건수
DLNG_REASON|처리사유
DLNG_SALC_DVCD|처리호봉구분코드
DLNG_SEQ|처리순번
DLNG_STAF_NO|처리교직원번호
DLNG_STTUS_CD|처리상태코드
DLNG_SYST_CD|처리시스템코드
DLNG_TEXT|처리내용
DLNG_YMD|처리일자
DLNG_YN|처리여부
DLNG|처리
DMADR_ADDR|청구인주소
DMADR_REGI_REG_NO|청구인주민등록번호
DMADR_TEL_NO|청구인전화번호
DMADR|청구인
DMAD_AMT|청구금액
DMAD_ODR|청구차수
DMAD_YMD|청구일자
DMAD_YM|청구년월
DMAD|청구
DMND_APPL_DVCD|수요신청구분코드
DMND|수요
DMOB_DSTNCT_NM|제대구분명
DMOB_YMD|제대일자
DMOB|제대
DMST_EMCT_NAME|국내비상연락성명
DMST_EMCT_RLAT|국내비상연락관계
DMST_EMCT_TEL_NO|국내비상연락전화번호
DMST_INTNL_DVCD|국내국제구분코드
DMST_LIMT_AMT|국내한도금액
DMST_RESD_YN|국내거주여부
DMST_USE_AMT|국내사용금액
DMST|국내
DM|DM
DNAMT_ETC|기부금기타
DNAMT_NTS|기부금국세청
DNAMT|기부금
DNAP|미적용
DNDTA_DVCD|기부자료구분코드
DNDTA|기부자료
DNOR_NM|기증자명
DNOR|기증자
DN_EXTY_AMT|진료수당금액
DN_EXTY_YN|진료수당여부
DN_NO|진료번호
DN_SBJT_DVCD|진료과목구분코드
DN_SBJT_NM|진료과목명
DN_YMD|진료일자
DN_YN|진료여부
DN|진료
DOBL_LECT_YN|더블강좌여부
DOBL|더블
DOCFM_DVCD|서식구분코드
DOCFM_NM|서식명
DOCFM_SEQ|서식순번
DOCFM|서식
DOCF|문서철
DOCM_AVG_PNT|서류평균점수
DOCM_CALC_CD|서류계산코드
DOCM_EVALU_ARTC_CD|서류심사항목코드
DOCM_EVALU_ARTC_NM|서류심사항목명
DOCM_EVALU_BEGIN_TIME|서류심사시작시간
DOCM_EVALU_BEGIN_YMD|서류심사시작일자
DOCM_EVALU_CMTER_DVCD|서류심사위원구분코드
DOCM_EVALU_CMTP_YN|서류심사위원장여부
DOCM_EVALU_CONF_YN|서류심사확인여부
DOCM_EVALU_END_TIME|서류심사종료시간
DOCM_EVALU_END_YMD|서류심사종료일자
DOCM_EVALU_EXPT_YMD|서류심사예정일자
DOCM_EVALU_MNCMTER_YN|서류심사본위원여부
DOCM_EVALU_PLACE|서류심사장소
DOCM_EVALU_PNT|서류심사점수
DOCM_EVALU_RANK|서류심사순위
DOCM_EVALU_RESULT_DVCD|서류심사결과구분코드
DOCM_EVALU_SBCMTER_YN|서류심사예비위원여부
DOCM_EVL_CD|서류평가코드
DOCM_EVL_CLOS_YN|서류평가마감여부
DOCM_EVL_DVCD|서류평가구분코드
DOCM_EVL_FACT_CD|서류평가요소코드
DOCM_EVL_FACT_NM|서류평가요소명
DOCM_EVL_NM|서류평가명
DOCM_EVL_PNT|서류평가점수
DOCM_EVL_RANK|서류평가순위
DOCM_EVL_SUCS_YN|서류평가합격여부
DOCM_EVL_YN|서류평가여부
DOCM_IV_CD|서류면접코드
DOCM_IV_CONV_PNT|서류면접환산점수
DOCM_IV_DSTNCT_NM|서류면접구분명
DOCM_IV_DVCD|서류면접구분코드
DOCM_IV_EVL_CD|서류면접평가코드
DOCM_IV_EVL_FACT_CD|서류면접평가요소코드
DOCM_IV_EVL_FACT_NM|서류면접평가요소명
DOCM_IV_EVL_NM|서류면접평가명
DOCM_IV_REFL_DVCD|서류면접반영구분코드
DOCM_IV_TOTL_PNT|서류면접총점수
DOCM_LOW_PNT|서류최저점수
DOCM_RANK|서류순위
DOCM_REFL_PNT|서류반영점수
DOCM_RQRD_YN|서류구비여부
DOCM_STD_DEVIT|서류표준편차
DOCM_SUBM_YN|서류제출여부
DOCM_SUCS_YN|서류합격여부
DOCM_TEXT|서류내용
DOCM_TOP_PNT|서류최고점수
DOCM_TPEX_ABBR_NM|서류전형약어명
DOCM_YN|서류여부
DOCM|서류
DOCTOR_YN|의사직여부
DOCTOR|의사직
DOCT_DEGR_ACQ_YN|박사학위취득여부
DOCT_DEGR_CD|박사학위코드
DOCT_DEGR_DVCD|박사학위구분코드
DOCT_DEGR_FIED_DVCD|박사학위분야구분코드
DOCT_LCRTF_NOCP|박사성적증명서부수
DOCT_ORIG_UNIV_CD|박사출신대학코드
DOCT_SCRTF_NOCP|박사학력증명서부수
DOCT_UNIV_SEQ|박사대학순번
DOCT|박사
DOC_DESC|문서설명
DOC_DVCD|문서구분코드
DOC_ID|문서ID
DOC_INFO|문서정보
DOC_KIND_DVCD|문서종류구분코드
DOC_NM|문서명
DOC_NO|문서번호
DOC_PATH|문서경로
DOC_SRC_DVCD|문서출처구분코드
DOC_STTUS_CD|문서상태코드
DOC_STTUS_DVCD|문서상태구분코드
DOC_SUB_TITLE|문서부가제목
DOC_TITLE|문서제목
DOC|문서
DOI_ID|DOIID
DOI|DOI
DOMAIN_INFO|도메인정보
DOMAIN|도메인
DOMEST|대내
DOM|내자
DONATE_AMT|기탁금액
DONATE_PURPS_DVCD_NM|기탁용도구분코드명
DONATE_PURPS_DVCD|기탁용도구분코드
DONATE_SHPE_DVCD|기탁형태구분코드
DONATE_THNG_NM|기탁물품명
DONATE_YMD|기탁일자
DONATE|기탁
DONA_AMT_SM|기부금액합계
DONA_AMT|기부금액
DONA_BEGIN_YMD|기부시작일자
DONA_DESI_DEDU_AMT|기부지정공제금액
DONA_DTAI_ANOM_REQ_YN|기부내역익명요청여부
DONA_DTAI|기부내역
DONA_DVCD|기부구분코드
DONA_END_YMD|기부종료일자
DONA_ICPAY_APPL_AMT|기부장려금신청금액
DONA_LEGAL_DEDU_AMT|기부법정공제금액
DONA_NUMB|기부건수
DONA_POLI_DEDU_AMT|기부정치공제금액
DONA_PURP|기부목적
DONA_SHPE_DVCD|기부형태구분코드
DONA_TEXT|기부내용
DONA_TYPE_CD|기부유형코드
DONA_TYPE_DVCD|기부유형구분코드
DONA_YMD|기부일자
DONA_YY|기부연도
DONA|기부
DONCH_MTLTY_NM|기부처상호명
DONCH|기부처
DONGA_LOVE_YN|동아사랑여부
DONGA|동아
DONG_ADDR|동주소
DONG_CD|동코드
DONG_DTL_ADDR|동상세주소
DONG_NM|동명
DONG_ORDP_BASS_CD|동석차기준코드
DONG_ORDP|동석차
DONG|동
DONTR_FEE_DVCD|기부자료구분코드
DONTR_NM|기부자명
DONTR_NO|기부자번호
DONTR_REGI_REG_NO|기부자주민등록번호
DONTR|기부자
DONT_APPL_STTUS_CD|기증신청상태코드
DONT_DVCD|기증구분코드
DONT_NO|기증번호
DONT_SEQ|기증순번
DONT_STAF_NO|기증교직원번호
DONT_TEXT|기증내용
DONT_YMD|기증일자
DONT|기증
DORMT_ACEPT_YN|기숙사수용여부
DORMT_AMT|기숙사금액
DORMT_DET|기숙사세부
DORMT_NOTF_AMT|기숙사고지금액
DORMT_NOTF_YMD|기숙사고지일자
DORMT_PAYM_AMT|기숙사납부금액
DORMT_PAYM_YMD|기숙사납부일자
DORMT_RATE|기숙사비율
DORMT_YN|기숙사여부
DORMT|기숙사
DORM_AMT|생활관금액
DORM_DVCD|생활관구분코드
DORM|생활관
DO|도
DPAST|학과조교
DPMJ_AFF_DVCD|학과계열구분코드
DPMJ_BUDG_AMT|학과예산금액
DPMJ_BUDG_RATE|학과예산비율
DPMJ_CD|학과코드
DPMJ_CHARTR_DVCD|학과특성구분코드
DPMJ_CONFM_DVCD|학과승인구분코드
DPMJ_CONFM_YMD|학과승인일자
DPMJ_CORE_CMPT_CD|학과핵심역량코드
DPMJ_CORE_CMPT_DEFN|학과핵심역량정의
DPMJ_CORE_CMPT_NM|학과핵심역량명
DPMJ_DEPT_NM|학과부서명
DPMJ_DEPT_YN|학과부서여부
DPMJ_DLNG_DT|학과처리일시
DPMJ_DLNG_DVCD|학과처리구분코드
DPMJ_DLNG_ID|학과처리ID
DPMJ_DLNG_STAF_NO|학과처리교직원번호
DPMJ_DSTNCT_NM|학과구분명
DPMJ_DSTNCT_SEQ|학과구분순번
DPMJ_DVCD|학과구분코드
DPMJ_ENG_NM|학과영문명
DPMJ_EVALU_BEGIN_TIME_2|학과심사시작시간2
DPMJ_EVALU_BEGIN_TIME_3|학과심사시작시간3
DPMJ_EVALU_BEGIN_TIME|학과심사시작시간
DPMJ_EVALU_BEGIN_YMD|학과심사시작일자
DPMJ_EVALU_CMTER_DVCD|학과심사위원구분코드
DPMJ_EVALU_CMTER_YN|학과심사위원여부
DPMJ_EVALU_CMTP_YN|학과심사위원장여부
DPMJ_EVALU_END_TIME_2|학과심사종료시간2
DPMJ_EVALU_END_TIME_3|학과심사종료시간3
DPMJ_EVALU_END_TIME|학과심사종료시간
DPMJ_EVALU_END_YMD|학과심사종료일자
DPMJ_EVALU_EXPT_TIME|학과심사예정시간
DPMJ_EVALU_EXPT_YMD_2|학과심사예정일자2
DPMJ_EVALU_EXPT_YMD_3|학과심사예정일자3
DPMJ_EVALU_EXPT_YMD|학과심사예정일자
DPMJ_EVALU_GVUP_YN|학과심사포기여부
DPMJ_EVALU_IV_MTHD_DVCD|학과심사면접방법구분코드
DPMJ_EVALU_MNCMTER_YN|학과심사본위원여부
DPMJ_EVALU_MTHD_DVCD|학과심사방법구분코드
DPMJ_EVALU_OPIN|학과심사의견
DPMJ_EVALU_PLACE_2|학과심사장소2
DPMJ_EVALU_PLACE_3|학과심사장소3
DPMJ_EVALU_PLACE|학과심사장소
DPMJ_EVALU_RANK|학과심사순위
DPMJ_EVALU_RESULT_DVCD|학과심사결과구분코드
DPMJ_EVALU_RSVE_YN|학과심사유보여부
DPMJ_EVALU_SCDUL_STTUS_DVCD|학과심사일정상태구분코드
DPMJ_EVALU_SM_PNT|학과심사합계점수
DPMJ_EVALU_TEME|학과심사주제
DPMJ_EVL_GRD|학과평가등급
DPMJ_FAC_STUD_CNT|학과이수학생수
DPMJ_GJLT|학과취업률
DPMJ_GRDU_ORDP|학과졸업석차
DPMJ_GRDU_PL_CNT|학과졸업자수
DPMJ_GRDU_PRIOD|학과졸업기수
DPMJ_GROUP_CD|학과그룹코드
DPMJ_IV_EVL_GRD_DVCD|학과면접평가등급구분코드
DPMJ_IV_GRD_DVCD|학과면접등급구분코드
DPMJ_IV_PNT|학과면접점수
DPMJ_MAJR_CD|학과전공코드
DPMJ_MNGT_YN|학과관리여부
DPMJ_NM|학과명
DPMJ_ORDP|학과석차
DPMJ_PPNU|학과인원
DPMJ_RECOMEND_YN|학과추천여부
DPMJ_TASK_REFL_YN|학과업무반영여부
DPMJ|학과
DPSN|분산
DPSTG|예탁
DPSTR|보증자
DPST_AMT|보증금액
DPST_BEGIN_YMD|보증시작일자
DPST_END_YMD|보증종료일자
DPST_RT|보증율
DPST_YN|보증여부
DPST|보증
DPTP_YN|대리자여부
DPTP|대리자
DPT_APLCNT_ID|대리신청자ID
DPT|대리
DRAFT_ACCT_SEQ|기안계정순번
DRAFT_AMT|기안금액
DRAFT_BUDG_SEQ|기안예산순번
DRAFT_DEPT_CD|기안부서코드
DRAFT_DT|기안일시
DRAFT_DVCD|기안구분코드
DRAFT_LMTT_EXCL_YN|기안제한제외여부
DRAFT_NO|기안번호
DRAFT_ODR|기안차수
DRAFT_SEQ|기안순번
DRAFT_STAF_NO|기안교직원번호
DRAFT_STTUS_CD|기안상태코드
DRAFT_TEXT|기안내용
DRAFT_TITLE|기안제목
DRAFT_TYPE_DVCD|기안유형구분코드
DRAFT_TYPE|기안유형
DRAFT_YMD|기안일자
DRAFT|기안
DRBL|내구성
DRFT_DVCD|입안구분코드
DRFT_YMD|입안일자
DRFT|입안
DRIB|드리블
DRINR|당사자
DRIV|주행
DRTEP_TAMT|직접비총액
DRTEP|직접비
DRTF|꿈미래
DRT|이사
DRUG_CD|약품코드
DRUG_CNT|약품수
DRUG_DVCD|약품구분코드
DRUG_EFFECT|약품효과
DRUG_KIND_DVCD|약품종류구분코드
DRUG_NM|약품명
DRUG_OUT_NO|약품출고번호
DRUG_RCPAY_INHT_CD|약품수불고유코드
DRUG_UNIT_NM|약품단위명
DRUG_USE_CD|약품사용코드
DRUG_USE_DTAI|약품사용내역
DRUG_USE_DVCD|약품사용구분코드
DRUG_USE_YMD|약품사용일자
DRUG|약품
DRVER_ID|운전자ID
DRVER|운전자
DR_ACCTITEM_CD|차변비목코드
DR_ACCT_CD|차변계정코드
DR_ACC_CD|차변계좌코드
DR_AMT|차변금액
DR_BALC_AMT|차변잔액금액
DR_BUDG_CD|차변예산코드
DR_BUDG_YN|차변예산여부
DR_CR_DVCD|차변대변구분코드
DR_NTUTN_ACNT_AMT|차변비등록금회계금액
DR_TUTN_ACNT_AMT|차변등록금회계금액
DR|차변
DSCI_APRI_DVCD|징계처분구분코드
DSCI_BEGIN_YMD|징계시작일자
DSCI_DVCD_ARTC|징계구분코드항목
DSCI_DVCD|징계구분코드
DSCI_END_YMD|징계종료일자
DSCI_IPSBL_YN|징계불가여부
DSCI_LEVYA|징계부과금
DSCI_MONTH_CNT|징계월수
DSCI_NM_ARTC|징계명항목
DSCI_NM|징계명
DSCI_REASON|징계사유
DSCI_TERM|징계기간
DSCI|징계
DSCSN|토론
DSC_YN|할인여부
DSC|할인
DSPP_DEDU_HDCT|장애자공제인원수
DSPP_SNPL_YN|장애자경로자여부
DSPP_YN|장애자여부
DSPP|장애자
DSPS_AMT|장애인금액
DSPS_DEDU_HDCT|장애인공제인원수
DSPS_DEDU|장애인공제
DSPS_DVCD|장애인구분코드
DSPS_GUART_INSUC_TXDE|장애인보장성보험료세액공제
DSPS_HDCT|장애인인원수
DSPS_INSU_AMT|장애인보험금액
DSPS_INSU_DEDU|장애인보험공제
DSPS_PVTU_GUART_INSUC|장애인전용보장성보험료
DSPS_USE_YN|장애인사용여부
DSPS_YN|장애인여부
DSPS|장애인
DSPTH|통보
DSPT|파견
DSQLFC_DTL_TEXT|불합격상세내용
DSQLFC_DVCD|불합격구분코드
DSQLFC_PBNTC_TEXT|불합격공고내용
DSQLFC_REASON_DVCD|불합격사유구분코드
DSQLFC_REASON|불합격사유
DSQLFC_YN|불합격여부
DSQLFC|불합격
DSSO_INSP_NO|기성검사번호
DSSO_INSP_YMD|기성검사일자
DSSO_ODR|기성차수
DSSO_PAYT_AMT|기성지급금액
DSSO_YMD|기성일자
DSSO_YN|기성여부
DSSO|기성
DSTBTA|교부액
DSTBT_TAMT_ALOT_RT|교부총액배정율
DSTBT_TAMT_STCF|교부총액국고
DSTBT_YMD_NM|교부일자명
DSTBT_YMD|교부일자
DSTBT|교부
DSTB|분포
DSTNCT_KEY|구분키
DSTNCT_NM|구분명
DSTNCT_ODR_NM|구분차수명
DSTNCT_OPTN_1|구분옵션1
DSTNCT_OPTN_2|구분옵션2
DSTNCT_OPTN_3|구분옵션3
DSTNCT_OPTN_4|구분옵션4
DSTNCT_SPRACT_DVCD|구분경리구분코드
DSTNCT|구분
DSTN_NM|행선지명
DSTN|행선지
DSTO_CD|세무서코드
DSTO|세무서
DSTR_NM|입금자명
DSTR|입금자
DTAI_DVCD|내역구분코드
DTAI_SEQ|내역순번
DTAI|내역
DTBT|배포
DTD_INCM_ALW_YN|일용소득허용여부
DTD_INCM_DCNT|일용소득일수
DTD|일용
DTEXM_TARGT_NM|구강검진대상명
DTEXM|구강검진
DTL_ADDR|상세주소
DTL_DTAI|상세내역
DTL_HEIT|상세높이
DTL_INFO_ENG|상세정보영문
DTL_INFO|상세정보
DTL_INPT_DVCD|상세입력구분코드
DTL_PGM_PATH|상세프로그램경로
DTL_SEQ|상세순번
DTL_TEXT|상세내용
DTL|상세
DTMS|일시분초
DTM|일시분
DTS_CD|세목코드
DTS|세목
DT|일시
DUCAR|맞벌이
DUDT|기일
DUEDT|예정일
DUES|회비
DUE|기한
DUOT_APPL_STTUS_CD|불출신청상태코드
DUOT_BEGIN_YMD|불출시작일자
DUOT_END_YMD|불출종료일자
DUOT_NO|불출번호
DUOT_REASON|불출사유
DUOT_TEXT|불출내용
DUOT_YMD|불출일자
DUOT|불출
DUPL|이중
DUP_ALW_DVCD|중복허용구분코드
DUP_ALW_YN|중복허용여부
DUP_CK_YN|중복체크여부
DUP_YN|중복여부
DUP|중복
DURB_YRD|내구연한
DURB|내구
DUSER_NM|폐기자명
DUSER_NO|폐기자번호
DUSER|폐기자
DUSE_MTHD_DVCD|폐기방법구분코드
DUSE_MTHD_ETC_TEXT|폐기방법기타내용
DUSE_REASON_DVCD|폐기사유구분코드
DUSE_REASON_ETC_TEXT|폐기사유기타내용
DUSE_REASON|폐기사유
DUSE_YMD|폐기일자
DUSE_YN|폐기여부
DUSE_YY|폐기연도
DUSE|폐기
DUTY_TEXT|직무내용
DUTY|직무
DVCD|구분코드
DVID_PAYM_YN|분할납부여부
DVID_TMCNT|분할횟수
DVID|분할
DVLS|운전면허
DWLD_ALW_NTWRK_DSTNCT_CD|다운로드허용망구분코드
DWLD_CMPLT_YN|다운로드완료여부
DWLD_DT|다운로드일시
DWLD_IP|다운로드IP
DWLD_SEQ|다운로드순번
DWLD_SESON_CONF|다운로드세션확인
DWLD_URL|다운로드URL
DWLD|다운로드
DWLG_ASCO|주거보조비
DWLG|주거
DW_CD|요일코드
DW|요일
D_0_CNT|D0수
D_P_CNT|DP수
D_STUD_CNT|D학생수
D|D
E4U_YN|e4u여부
E4U|e4u
EAIN_AMT|근로소득금액
EAIN_DEDU|근로소득공제
EAIN_TAX_FMLA|근로소득세금식
EAIN|근로소득
EARL_GRDU_APPL_DVCD|조기졸업신청구분코드
EARL_GRDU_APPL_SMR|조기졸업신청학기
EARL_GRDU_APPL_YEAR|조기졸업신청년도
EARL_GRDU_DVCD|조기졸업구분코드
EARL_GRDU_YN|조기졸업여부
EARL|조기
EARNER_ID|소득자ID
EARNER_NM|소득자명
EARNER|소득자
EASE_PAYT_DVCD|간이지급구분코드
EASE|간이
EBANK|인터넷뱅킹
ECHD_CREAT_YN|일할생성여부
ECHD|일할
ECLSPOS_CAER_YYMMDD|사정직급에요하는경력년월일
ECLSPOS|사정직급에요하는
ECNM|경제
EDAD|교무과
EDCH_FTM_EDTR_PNT|교육지도전임교육영역점수
EDCH_FTM_EDTR_RESULT_PNT|교육지도전임교육영역결과점수
EDCH_FTM_RENP_TERR_PNT|교육지도전임상벌영역점수
EDCH_FTM_RENP_TERR_RESULT_PNT|교육지도전임상벌영역결과점수
EDCH_FTM_STCH_TERR_PNT|교육지도전임학생지도영역점수
EDCH_FTM_STCH_TERR_RESULT_PNT|교육지도전임학생지도영역결과점수
EDCH_TERR_DVCD|교육지도영역구분코드
EDCH_TERR_LOW_PNT|교육지도영역최저점수
EDCH_TERR_PNT|교육지도영역점수
EDCH_TERR_RESULT_PNT|교육지도영역결과점수
EDCH|교육지도
EDIT_PSBL_YN|편집가능여부
EDIT|편집
EDTR_LOW_PNT|교육영역최저점수
EDTR_PNT|교육영역점수
EDTR_RESULT_PNT|교육영역결과점수
EDTR|교육영역
EDUC_AMT|교육비금액
EDUC_DEDU_DVCD|교육비공제구분코드
EDUC_DSPS|교육비장애인
EDUC_DVCD|교육비구분코드
EDUC_ETC_GENR|교육비기타일반
EDUC_ETC_JBTRE|교육비기타직업훈련비
EDUC_ETC_SCHXP_LOAN|교육비기타학자금대출
EDUC_ETC_SM_GENR|교육비기타합계일반
EDUC_ETC_SM_OBSC|교육비기타합계장애
EDUC_ETC_STEXE|교육비기타현장체험비
EDUC_ETC_UNFC|교육비기타교복비
EDUC_ETC|교육비기타
EDUC_KIND_DVCD|교육비종류구분코드
EDUC_NTS_GENR|교육비국세청일반
EDUC_NTS_JBTRE|교육비국세청직업훈련비
EDUC_NTS_SCHXP_LOAN|교육비국세청학자금대출
EDUC_NTS_SM_GENR|교육비국세청합계일반
EDUC_NTS_SM_OBSC|교육비국세청합계장애
EDUC_NTS_STEXE|교육비국세청현장체험비
EDUC_NTS_UNFC|교육비국세청교복비
EDUC_NTS|교육비국세청
EDUC_SELF_AMT|교육비본인금액
EDUC_TXDE|교육비세액공제
EDUC|교육비
EDUM_RPT_REPA_YMD|문교부보고수리일자
EDUM|문교부
EDU_ACH_PNT|교육업적점수
EDU_AFF_AVG|교육계열평균
EDU_AFF_CD|교육계열코드
EDU_AMT|교육금액
EDU_CAER_TOT_NM|교육경력계명
EDU_CONV_PNT|교육환산점수
EDU_CORS_AFF_CD|교육과정계열코드
EDU_CORS_CREAT_YN|교육과정생성여부
EDU_CORS_DVCD|교육과정구분코드
EDU_DSPS_DEDU_AMT|교육장애인공제금액
EDU_DSTNCT_REASON|교육구분사유
EDU_DVCD|교육구분코드
EDU_ETC_DEDU_AMT|교육기타공제금액
EDU_EVL_CALC_TEXT|교육평가계산내용
EDU_EVL_PNT|교육평가점수
EDU_FAC_YN|교육이수여부
EDU_GRSC_TOTL_LEC_HRS|교육대학원총강의시수
EDU_GRSC_WEEK_RESP_LEC_HRS|교육대학원주담당강의시수
EDU_INSTI_NM|교육기관명
EDU_INVA_TOT_NM|교육혁신계명
EDU_LOW_PNT|교육최저점수
EDU_MAT_DVCD|교육자료구분코드
EDU_MEDM_PROP_APLN|교육매체적정활용
EDU_MTHD_DVCD|교육방법구분코드
EDU_NM|교육명
EDU_PACP_DVCD|교육참여구분코드
EDU_PACP_NO|교육참여번호
EDU_PAYT_AMT|교육지급금액
EDU_PAYT_RATE|교육지급비율
EDU_PLACE|교육장소
EDU_PNT|교육점수
EDU_PRAC_POINT|교육실습학점
EDU_PRTY_JOIN_YN|교육단체가입여부
EDU_RDC_AMT|교육감면금액
EDU_RESULT_PNT|교육결과점수
EDU_SCOR|교육배점
EDU_SELF_PERG|교육본인백분율
EDU_SELF_PNT|교육본인점수
EDU_SELF_RANK|교육본인순위
EDU_SMR|교육학기
EDU_SRSLT_AMT|교육성과금액
EDU_SRVE_AVG|교육봉사평균
EDU_SRVE_PERG|교육봉사백분율
EDU_SRVE_PNT|교육봉사점수
EDU_SRVE_POINT|교육봉사학점
EDU_SRVE_RANK|교육봉사순위
EDU_TARGT_DVCD|교육대상구분코드
EDU_TERM_DVCD|교육기간구분코드
EDU_TEXT|교육내용
EDU_TIME|교육시간
EDU_TRANF_PNT|교육대체점수
EDU_TRNG_YN|교육훈련여부
EDU_YMD|교육일자
EDU_YN|교육여부
EDU_YY|교육연도
EDU|교육
EEXP_FUND_DVCD|교비기금구분코드
EEXP_HDCT|교비인원수
EEXP_WRKEXP|교비사업비
EEXP|교비
EFEE_BUSI_CLA_CD|입학금사업분류코드
EFEE_RATE|입학금비율
EFEE_YN|입학금여부
EFEE|입학금
EFFECT_TEXT|효과내용
EFFECT|효과
EFRT_LERN|노력배움
EFRT|노력
EGEC|공학교육
EGH_CHO_TYPE_CD|영어선택유형코드
EGH_CMP_YN|영어캠프여부
EGH_DVCD|영어구분코드
EGH_EXAM_DVCD|영어시험구분코드
EGH_EXAM_MIGR_YN|영어시험이관여부
EGH_EXAM_PNT|영어시험점수
EGH_EXAM_RESULT|영어시험결과
EGH_FLANG_LEC_POINT|영어외국어강의학점
EGH_GRD|영어등급
EGH_LEC_YN|영어강의여부
EGH_LEV_DVCD|영어수준구분코드
EGH_LSSN_YN|영어수업여부
EGH_TKEX_DVCD|영어응시구분코드
EGH_TRAC_YN|영어트랙여부
EGH_WAY_DVCD|영어방식구분코드
EGH|영어
EGIN_FAC_STUD_CNT|공학이수학생수
EGIN|공학
EGRADE_ACLE_PNT|E등급성취도점수
EGRADE_HDCT|E등급인원수
EGRADE|E등급
EINS_AMT|고용보험금액
EINS_FMLA|고용보험식
EINS_USER_AMT|고용보험사용자금액
EINS|고용보험
ELANG|이러닝
ELECAT|전자출결
ELEC_APPV_NO|전자결재번호
ELEC_APPV_STTUS_CD|전자결재상태코드
ELEC_ATDABS_EXCL_YN|전자출결제외여부
ELEC_DOC_NO|전자문서번호
ELEC_DOC_UPLOAD_YN|전자문서업로드여부
ELEC_DOC_YMD|전자문서일자
ELEC_FILE_UPLOAD_YN|전자파일업로드여부
ELEC_ISSN_NO|전자ISSN번호
ELEC_MAIL|전자메일
ELEC_TAX_BIL_NO|전자세금계산서번호
ELEC_TAX_BIL_YN|전자세금계산서여부
ELEC_TBLE_NCNT|전자탁자갯수
ELEC|전자
ELEV_DCNT|조퇴일수
ELEV_YN|조퇴여부
ELEV|조퇴
ELGNC|품의
ELMON|전월말
ELSH|초등학교
ELST_YMD|입대일자
ELST|입대
ELTR_FEMGC_NCNT|승강기비상용갯수
ELTR_PASG_NCNT|승강기승용갯수
ELTR|승강기
EMAIL_ACS_NOTI_YN|이메일접속알림여부
EMAIL_GUIDE_EXCL_YN|이메일안내제외여부
EMAIL_PUB_YN|이메일공개여부
EMAIL_RCVE_YN|이메일수신여부
EMAIL|이메일
EMCT_NAME|비상연락성명
EMCT_RLAT|비상연락관계
EMCT_SNS|비상연락SNS
EMCT_TEL_NO|비상연락전화번호
EMCT|비상연락
EMERG_TEL_NO|비상전화번호
EMERG|비상
