# dvcd|name
LECM_TEXT|강의실내용
LECM_XCPT_REASON|강의실예외사유
LECM_XCPT_YN|강의실예외여부
LECM_YN|강의실여부
LECM|강의실
LECT_ADJ_CLAS|강좌조정분반
LECT_ADJ_DT|강좌조정일시
LECT_ADJ_DVCD|강좌조정구분코드
LECT_AMT|강좌금액
LECT_DESC_TEXT|강좌설명내용
LECT_NM|강좌명
LECT_NO|강좌번호
LECT_TYPE_DVCD|강좌유형구분코드
LECT|강좌
LEC_AS_EXTY|강의보조수당
LEC_AS_MAT_NM_ARTC|강의보조자료명항목
LEC_AS_MAT_NM|강의보조자료명
LEC_AVG_TMCNT|강의평균횟수
LEC_AWARD_RST_PNT|강의수상실적점수
LEC_BAS_EQUIP_YN|강의기본비품여부
LEC_BEGIN_TIME|강의시작시간
LEC_BEGIN_YMD|강의시작일자
LEC_CAER_MONTH|강의경력월
LEC_CAER_PNT|강의경력점수
LEC_CAER_YYYY|강의경력년
LEC_DCNT_ARTC|강의일수항목
LEC_DCNT|강의일수
LEC_DEDIC_FTM_CNT|강의전담전임수
LEC_DEDIC_FTM_TCHS_YN|강의전담전임교원여부
LEC_DEDIC_TCHS_YN|강의전담교원여부
LEC_DEDIC_YN|강의전담여부
LEC_DVCD|강의구분코드
LEC_DW_CNT|강의요일수
LEC_END_TIME|강의종료시간
LEC_END_YMD|강의종료일자
LEC_EVL_ACQ_PNT|강의평가취득점수
LEC_EVL_AVG_GPA|강의평가평균평점
LEC_EVL_AVG_PNT|강의평가평균점수
LEC_EVL_DVCD|강의평가구분코드
LEC_EVL_EXCL_YN|강의평가제외여부
LEC_EVL_GPA_ARTC|강의평가평점항목
LEC_EVL_GPA_GRD|강의평가평점등급
LEC_EVL_GPA_STUD_CNT|강의평가평점학생수
LEC_EVL_GPA|강의평가평점
LEC_EVL_LSSN_HDCT|강의평가수업인원수
LEC_EVL_ORDP_PERG|강의평가석차백분율
LEC_EVL_PNT|강의평가점수
LEC_EVL_RSPNS_TOTSM|강의평가응답총합
LEC_EVL_YN|강의평가여부
LEC_FEE_PAYT_DVCD|강의료지급구분코드
LEC_FEE_YET_PAYT_YN|강의료미지급여부
LEC_FEE|강의료
LEC_HRS_1|강의시수1
LEC_HRS_2|강의시수2
LEC_HRS_CALCU_WCNT|강의시수산정주수
LEC_HRS|강의시수
LEC_MCNT|강의월수
LEC_MEDM_DVCD|강의매체구분코드
LEC_MTHD|강의방법
LEC_OCNT_AVG_TIME|강의1회평균시간
LEC_PLACE|강의장소
LEC_PROTO_GRD_DVCD|강의계획서등급구분코드
LEC_PROTO_PNT|강의계획서점수
LEC_PROTO_YN|강의계획서여부
LEC_SEQ|강의순번
LEC_SMR|강의학기
LEC_TEME|강의주제
LEC_TEXT|강의내용
LEC_TIME_ARTC|강의시간항목
LEC_TIME_CHNG_NUMB|강의시간변경건수
LEC_TIME_CNT|강의시간수
LEC_TIME_DEL_TARGT_YN|강의시간삭제대상여부
LEC_TIME|강의시간
LEC_TITLE|강의제목
LEC_TOTL_AMT|강의총금액
LEC_TOTL_TIME|강의총시간
LEC_TRANS_EXP|강의교통비
LEC_TXBK_YN|강의교재여부
LEC_TYPE_DVCD|강의유형구분코드
LEC_WCNT|강의주수
LEC_WEKS|강의주차
LEC_YCNT|강의년수
LEC_YEAR|강의년도
LEC_YMD|강의일자
LEC_YN|강의여부
LEC|강의
LEDGER_DEGR_NM|원장학위명
LEDGER_NM|원장명
LEDGER|원장
LEDG_AMT|장부금액
LEDG|장부
LEET_EXMT_NO|LEET수험번호
LEET|LEET
LEGAL_APV_DCNT|법정연가일수
LEGAL_ASTP_YN|법정보직여부
LEGAL_DNAMT_TXDE|법정기부금세액공제
LEGAL_DNAMT|법정기부금
LEGAL_DONA_CROVA|법정기부이월금
LEGAL_DONA_DEDU_AMT|법정기부공제금액
LEGAL_NM|법정명
LEGAL|법정
LENDR|대여자
LEND|대관
LENG|길이
LENT_AMT|대여금액
LENT_ARA_INTRT_AMT|대여연체이자금액
LENT_CONFM_DVCD|대여승인구분코드
LENT_DVCD|대여구분코드
LENT_FACI_DVCD|대여시설구분코드
LENT_FEE|대여료
LENT_INTRT_AMT|대여이자금액
LENT_NO|대여번호
LENT_PRPAMT_AMT|대여원금금액
LENT_YMD|대여일자
LENT_YN|대여여부
LENT|대여
LERN|배움
LESL|자퇴
LESN_LECT_YN|레슨강좌여부
LESN|레슨
LESSEE|차주
LETH|미만
LETU_PACP_DVCD_ARTC|강연참여구분코드항목
LETU_PACP_DVCD|강연참여구분코드
LETU_TGTR_ARTC|강연대상자항목
LETU_TGTR|강연대상자
LETU|강연
LEVYA|부과금
LEVY|부과
LEV|수준
LEXAM_BEGIN_PNT|검정고시시작점수
LEXAM_CONV_DVCD|검정고시환산구분코드
LEXAM_END_PNT|검정고시종료점수
LEXAM_ODR_DVCD|검정고시차수구분코드
LEXAM|검정고시
LE|등위
LFTI_CCH_PRFS_CSTT|평생지도교수상담률
LFTI_CCH_PRFS_CSUL_NUMB|평생지도교수상담건수
LFTI_CCH_PRFS_YET_CSUL_NUMB|평생지도교수미상담건수
LFTI|평생
LGOV_WRKEXP|지자체사업비
LGOV|지자체
LGSO|법제처
LGST_BEGIN_YMD|어학시작일자
LGST_CRTFC_AVG_PNT|어학인증평균점수
LGST_CRTFC_LOW_PNT|어학인증최저점수
LGST_CRTFC_STD_DEVIT|어학인증표준편차
LGST_CRTFC_TOP_PNT|어학인증최고점수
LGST_EXAM_DVCD|어학시험구분코드
LGST_EXAM_EXPY_YMD|어학시험만료일자
LGST_EXAM_GRADE|어학시험성적
LGST_EXAM_PNT_DTL|어학시험점수상세
LGST_EXAM_YMD|어학시험일자
LGST_EXPY_YMD|어학만료일자
LGST_FAC_DVCD|어학이수구분코드
LGST_GRADE_PNT|어학성적점수
LGST_TRNN_FAC_YN|어학연수이수여부
LGST|어학
LIAS|섭외
LIBEL|명예훼손
LIBR_OWN_YN|도서관소유여부
LIBR|도서관
LICCS|면허
LICENSE_BEGIN_YMD|라이센스시작일자
LICENSE_CNCL_SUCC_NUMB|라이센스해지성공건수
LICENSE_END_YMD|라이센스종료일자
LICENSE_ID|라이센스ID
LICENSE|라이센스
LICHG|생애전환
LICM_YN|저소득여부
LICM|저소득
LIFCOST_LOAN_AMT|생활비대출금액
LIFCOST|생활비
LIFE_DVCD|생활구분코드
LIFE_STTUS_TEXT|생활상태내용
LIFE|생활
LIFT|리프트
LIGT|조명
LIMTA|한도액
LIMT_AMT|한도금액
LIMT_RT|한도율
LIMT_SPSE_DNAMT|한도특례기부금
LIMT|한도
LINKMJ_POINT|연계전공학점
LINKMJ|연계전공
LIN|줄
LISNR|청취자
LISTEN_LEV_DVCD|듣기수준구분코드
LISTEN_PNT|듣기점수
LISTEN|듣기
LIST|리스트
LITT|문헌
LI|리
LK_TYPE|링크유형
LK_URL|링크URL
LK|링크
LLMT_AMT|하한금액
LLMT_PNT|하한점수
LLMT|하한
LMINSUA|실손의료보험금
LMINSU_AMT|실손의료보험금액
LMINSU|실손의료보험
LMON_AMT|전월금액
LMON_CR_AMT|전월대변금액
LMON_DR_AMT|전월차변금액
LMON_HDCT|전월인원수
LMON_PPNU|전월인원
LMON|전월
LMTT_BEGIN_YMD|제한시작일자
LMTT_DEPT_CD|제한부서코드
LMTT_END_YMD|제한종료일자
LMTT_MATER_YN|제한사항여부
LMTT_MAX_AMT|제한최대금액
LMTT_MINI_AMT|제한최소금액
LMTT_REASON|제한사유
LMTT_YN|제한여부
LMTT|제한
LNK_BSTP_APPL_NO|연결출장신청번호
LNK_CD|연결코드
LNK_DVCD|연결구분코드
LNK_PARAM|연결파라미터
LNK_ROOM_CD|연결호실코드
LNK|연결
LNLN|랜선
LOAN_ACC_NO|대출계좌번호
LOAN_AMT|대출금액
LOAN_DVCD|대출구분코드
LOAN_MERC_NM|대출상품명
LOAN_REMA_AMT|대출잔여금액
LOAN_REPAY_AMT|대출상환금액
LOAN_REPAY_YN|대출상환여부
LOAN_YN|대출여부
LOAN|대출
LOA_BEAR_AMT|휴직부담금액
LOA_BEGIN_YMD|휴직시작일자
LOA_END_YMD|휴직종료일자
LOA_REASON|휴직사유
LOA_SPCT_YN|휴직특별여부
LOA_TERM|휴직기간
LOA_YMD|휴직일자
LOA|휴직
LOCAL|현지
LOCTB|기여도
LOCUM_PL_NM|대진자명
LOCUM|대진
LOCX|지방세
LOC_PLACE|위치장소
LOC|위치
LOGDT|로그일시
LOGICAL|논리
LOGID|로그ID
LOGIN_CD|로그인코드
LOGIN_DSTNCT_CD|로그인구분코드
LOGIN_DVCD|로그인구분코드
LOGIN_ID|로그인ID
LOGIN_MSSAGE|로그인메시지
LOGIN|로그인
LOGIP|로그IP
LOGITY|논리성
LOGMENU|로그메뉴
LOGOUT|로그아웃
LOGPGM|로그PGM
LOGT|경도
LOG_DTMS|로그일시분초
LOG_DVCD|로그구분코드
LOG_LVL|로그레벨
LOG_MSSAGE|로그메시지
LOG_NO|로그번호
LOG_OCCUR_TERM|로그발생기간
LOG_SEQ|로그순번
LOG_UUID|로그범용고유식별자
LOG|로그
LOK|잠금
LONGS|장기근속
LOSE|상실
LOSS_AMT|결손금액
LOSS_YMD|결손일자
LOSS|결손
LOSS|분실
LOT_NO|지번
LOVE|사랑
LOWLM|하한선
LOWST|하단
LOWT_CAND_RANK|최하후보순위
LOWT|최하
LOW_PNT|최저점수
LOW_SCCA_CALC_CD|최저학력계산코드
LOW_WAGE|최저임금
LOW|최저
LPMNT|윤달
LQTT|대량
LRN_GOAL|학습목표
LRN_MTHD_TEXT|학습방법내용
LRN_SRSLT_TEXT|학습성과내용
LRN_TEME_TEXT|학습주제내용
LRN_TEXT|학습내용
LRN|학습
LRSTY_ACTV_DVCD|학회활동구분코드
LRSTY_NM_ARTC|학회명항목
LRSTY_NM|학회명
LRSTY_OFPS_DVCD|학회직위구분코드
LRSTY_PACP_DVCD_ARTC|학회참여구분코드항목
LRSTY_PACP_DVCD|학회참여구분코드
LRSTY_PTCP_DVCD|학회참가구분코드
LRSTY_TLOC|학회소재지
LRSTY|학회
LSDG|대장
LSGT|좌시력
LSHS_AMORE|전세이자상환액
LSHS|전세이자
LSSN_ACTV|수업활동
LSSN_AMT|수업금액
LSSN_BUDG_CD|수업예산코드
LSSN_DCNT|수업일수
LSSN_DVCD|수업구분코드
LSSN_END_WEKS_CD|수업종료주차코드
LSSN_ENNC_DVCD|수업유무구분코드
LSSN_ENNC|수업유무
LSSN_FEE_YN|수업료여부
LSSN_GOAL_TEXT|수업목표내용
LSSN_HDCT|수업인원수
LSSN_MTHD_CD|수업방법코드
LSSN_MTHD_ENG_NM|수업방법영문명
LSSN_MTHD_NM|수업방법명
LSSN_MTHD_TEXT|수업방법내용
LSSN_MTHD|수업방법
LSSN_OPEN_DVCD|수업개설구분코드
LSSN_OPEN_YN|수업개설여부
LSSN_PACP_TEXT|수업참여내용
LSSN_PRFS_DVCD|수업교수구분코드
LSSN_PROTO_CONCRT|수업계획서구체성
LSSN_PROTO_WRITE_PUB|수업계획서작성공개
LSSN_RATE|수업비율
LSSN_SMR_CNT|수업학기수
LSSN_STAF_NO|수업교직원번호
LSSN_TEAC_FEE|수업강사료
LSSN_TERM|수업기간
LSSN_TEXT|수업내용
LSSN_TIME_COMPLC|수업시간준수
LSSN_TIME_SEQ|수업시간순번
LSSN_TYPE_DVCD|수업유형구분코드
LSSN_USE_DVCD|수업사용구분코드
LSSN_WAY_CD|수업방식코드
LSSN_YMD|수업일자
LSSN_YN|수업여부
LSSN_YRD_DVCD|수업연한구분코드
LSSN_YRD_SMR_CNT|수업연한학기수
LSSN|수업
LSSR_ADDR|임대인주소
LSSR_DTL_ADDR|임대인상세주소
LSSR_NAME|임대인성명
LSSR_POST_NO|임대인우편번호
LSSR_REGI_REG_NO|임대인주민등록번호
LSSR|임대인
LSS|손실
LST_APPV_YN|마지막결재여부
LST_CONN_DT|마지막접근일시
LST_CONN_IP|마지막접근IP
LST_SMR_GRDE|마지막학기학년
LST_USE_DT|마지막사용일시
LST|마지막
LTARR_DCNT|지참일수
LTARR|지참
LTA_DVCD|권역구분코드
LTA|권역
LTCI_AMT|장기요양보험금액
LTCI_FMLA|장기요양보험식
LTCI|장기요양보험
LTCS_INCM_DEDU|장기집합투자증권소득공제
LTCS_SAVG|장기집합투자증권저축
LTCS|장기집합투자증권
LTDK|교탁
LTIME|장기간
LTLY_LOGIN_DT|최근로그인일시
LTLY_UNIV_CD|최근대학코드
LTLY_UNIV_MONS_CNT|최근대학개월수
LTLY_UNIV_NATION_DVCD|최근대학국가구분코드
LTLY_UNIV_SCH_NM|최근대학학교명
LTLY|최근
LTMLI_AMORE_15_1|장기주택저당차입금이자상환액151
LTMLI_AMORE_15_2|장기주택저당차입금이자상환액152
LTMLI_AMORE_15_3|장기주택저당차입금이자상환액153
LTMLI_AMORE_15_4|장기주택저당차입금이자상환액154
LTMLI_AMORE_AMT|장기주택저당차입금이자상환액금액
LTMLI_AMORE_DEDU|장기주택저당차입금이자상환액공제
LTMLI_AMORE|장기주택저당차입금이자상환액
LTMLI|장기주택저당차입금이자
LTM_CSRV_YCNT|장기근속년수
LTM_HSPC_SAVG_AMT|장기주택마련저축금액
LTM|장기
LTNS_TMCNT|지각횟수
LTNS_YN|지각여부
LTNS|지각
LTRRY_DVCD_ARTC|저서구분코드항목
LTRRY_DVCD|저서구분코드
LTRRY_ENG_NM|저서영문명
LTRRY_NM|저서명
LTRRY_OTHR_LANG_NM|저서타언어명
LTRRY_YN|저서여부
LTRRY|저서
LTSFPH|장기주택
LTSID_MNYD|장기주식형저축소득공제불입액
LTSID|장기주식형저축소득공제
LTSI_AMT|장기주식형저축금액
LTSI_DEDU_AMT|장기주식형저축공제금액
LTSI|장기주식형저축
LTT|글
LTWN_SBPT|장시간무단이석감점
LTWN_TMCNT|장시간무단이석횟수
LTWN|장시간무단이석
LT|목록
LUNC_SOLC_DVCD|음력양력구분코드
LUNC|음력
LVIN|입주
LVL_DVCD|레벨구분코드
LVL|레벨
LVOT|퇴거
LVSKUL|퇴교
LWABS_TEXT|준법성내용
LWABS|준법성
LW|법
MAC_ADDR_1|MAC주소1
MAC_ADDR_2|MAC주소2
MAC_ADDR_3|MAC주소3
MAC_ADDR|MAC주소
MAC|MAC
MAGNT|주체
MAIL|메일
MAINEXAM|본심사
MAINJOB_CTCKR|본직연락처
MAINJOB_INSTI_ADDR|본직기관주소
MAINJOB_INSTI_NM|본직기관명
MAINJOB_INSTI_POST_NO|본직기관우편번호
MAINJOB_RESP_TASK_NM|본직담당업무명
MAINJOB|본직
MAINT_AMT|정비금액
MAINT_ARTC_DVCD|정비항목구분코드
MAINT_DIST|정비거리
MAINT_DVCD|정비구분코드
MAINT_END_YMD|정비종료일자
MAINT_SEQ|정비순번
MAINT_TEXT|정비내용
MAINT|정비
MAIN_ACTV_TEXT_2|주요활동내용2
MAIN_ACTV_TEXT|주요활동내용
MAIN_AUTHR_NM|주요저자명
MAIN_IDX_CORLT|주요지표연관성
MAIN_IDX|주요지표
MAIN_MNFT_PRLS_NM|주요생산품목명
MAIN_PROD_NM|주요생산품명
MAIN_RST|주요실적
MAIN_SPPT_YN|주요지원여부
MAIN_SYPT_NM|주요증상명
MAIN_TASK_1|주요업무1
MAIN_TASK_2|주요업무2
MAIN_TEXT_1|주요내용1
MAIN_TEXT_2|주요내용2
MAIN_TEXT|주요내용
MAIN|주요
MAJCHO|전선
MAJESTL|전필
MAJR1_YN|1전공여부
MAJR1|1전공
MAJR_AFF_DVCD|전공계열구분코드
MAJR_APPL_SEQ|전공신청순번
MAJR_AVG_YN|전공평균여부
MAJR_AVG|전공평균
MAJR_CAPA_CD|전공능력코드
MAJR_CAPA_ENG_NM|전공능력영문명
MAJR_CAPA_NM|전공능력명
MAJR_CD|전공코드
MAJR_CHNG_CD|전공변경코드
MAJR_CHNG_DVCD|전공변경구분코드
MAJR_CHO_DVCD|전공선택구분코드
MAJR_CMPT_PNT|전공역량점수
MAJR_COIN_YN|전공일치여부
MAJR_CPHS_EVL_PNT|전공종합평가점수
MAJR_DISC_REASON|전공불일치사유
MAJR_DISQFCT_REASON|전공결격사유
MAJR_DVCD|전공구분코드
MAJR_ENG_NM|전공영문명
MAJR_ESSNTL_POINT|전공필수학점
MAJR_EVALU_CMTER_DVCD|전공심사위원구분코드
MAJR_EVALU_CMTP_YN|전공심사위원장여부
MAJR_EVALU_LCLS_CD|전공심사대분류코드
MAJR_EVALU_LCLS_NM|전공심사대분류명
MAJR_EVALU_MCLS_CD|전공심사중분류코드
MAJR_EVALU_MCLS_NM|전공심사중분류명
MAJR_EVALU_MNCMTER_YN|전공심사본위원여부
MAJR_EVALU_PNT|전공심사점수
MAJR_EVALU_RANK|전공심사순위
MAJR_EVALU_RESULT_DVCD|전공심사결과구분코드
MAJR_EVALU_RSVE_YN|전공심사유보여부
MAJR_EVALU_SBCMTER_YN|전공심사예비위원여부
MAJR_EVALU_SCLS_CD|전공심사소분류코드
MAJR_EVALU_SCLS_NM|전공심사소분류명
MAJR_EVALU_SCOR_DVCD|전공심사배점구분코드
MAJR_EVALU_SM_PNT|전공심사합계점수
MAJR_EVALU_TLSCR|전공심사총점
MAJR_EXCPT_EVALU_DTL_FIED|전공외심사상세분야
MAJR_EXCPT_EVALU_PSBL_FIED_CD|전공외심사가능분야코드
MAJR_FAC_DVCD|전공이수구분코드
MAJR_FAC_POINT|전공이수학점
MAJR_FIED_DVCD|전공분야구분코드
MAJR_FIED_ENG_NM|전공분야영문명
MAJR_FIED_NM|전공분야명
MAJR_GROUP_CD|전공그룹코드
MAJR_GVUP_YN|전공포기여부
MAJR_MATER|전공사항
MAJR_NM|전공명
MAJR_ORDP|전공석차
MAJR_PGM_FAC_YN|전공프로그램이수여부
MAJR_PGM_TARGT_YN|전공프로그램대상여부
MAJR_PNT_AVG_YN|전공점수평균여부
MAJR_PNT_AVG|전공점수평균
MAJR_POINT_YN|전공학점여부
MAJR_POINT|전공학점
MAJR_PPNU|전공인원
MAJR_PRCTTQ_CD|전공실기코드
MAJR_PRCTTQ_DVCD|전공실기구분코드
MAJR_QUALF_YN|전공자격여부
MAJR_RSCH_FOUND_CD|전공연구재단코드
MAJR|전공
MAKG_AMT|제작금액
MAKG_CMPN_NM|제작회사명
MAKG_NO|제작번호
MAKG|제작
MALE|남자
MANUAL_YN|설명서여부
MANUAL|설명서
MANUF_CMPN_NM|제조회사명
MANUF_ENTP_NM|제조업체명
MANUF|제조
MANY_CULR_YN|다문화여부
MANY_FUSN_MAJR_POINT|다융합전공학점
MANY_LINKMJ_POINT|다연계전공학점
MANY_MINR_POINT|다부전공학점
MANY_PLURMJ_POINT|다복수전공학점
MANY|다
MAPP_CD|맵핑코드
MAPP|맵핑
MAP|매핑
MARG_YN|결혼여부
MARG|결혼
MARK|표기
MASK|마스킹
MASRE|조치사항
MASR_DECI_YMD|조치결정일자
MASR_RESULT_CONF|조치결과확인
MASR_TEXT|조치내용
MASR|조치
MAS|상조회
MAT1|자료1
MAT2|자료2
MAT3|자료3
MAT4|자료4
MAT5|자료5
MAT6|자료6
MATCH_AGREE_YN|매칭동의여부
MATCH|매칭
MATER|사항
MATH_CHO_TYPE_CD|수학선택유형코드
MATH_GRD|수학등급
MATH_PERC_PNT|수학백분위점수
MATH_STD_PNT|수학표준점수
MATH_TKEX_DVCD|수학응시구분코드
MATH|수학
MATL_EPS|재료비용
MATL_NM|재료명
MATL|재료
MATR_NM|자재명
MATR_RECP_CAMP_DVCD|자재수령캠퍼스구분코드
MATR_SEQ|자재순번
MATR_UNIT|자재단위
MATR_USE_CAMP_DVCD|자재사용캠퍼스구분코드
MATR_USE_WK_BAN_DVCD|자재사용작업반구분코드
MATR|자재
MAT_APLN_DVCD|자료활용구분코드
MAT_DVCD|자료구분코드
MAT_NM|자료명
MAT_RCVE_DVCD|자료수신구분코드
MAT_RCVE_YN|자료수신여부
MAT_SEQ|자료순번
MAT|자료
MAVG_RMR_AMT|월평균보수금액
MAVG_TMCNT|월평균횟수
MAVG|월평균
MAX_AMT|최대금액
MAX_ATLEC_APPL_PSBL_POINT|최대수강신청가능학점
MAX_CHO_CNT|최대선택수
MAX_PAYT_AMT|최대지급금액
MAX_POINT|최대학점
MAX_PPNU|최대인원
MAX_RCRIT_PPNU|최대모집인원
MAX_TOTL_PAYT_AMT|최대총지급금액
MAX_UNIT|최대단위
MAX|최대
MBSH_CNT|회원수
MBSH_DVCD|회원구분코드
MBSH_GRD_DVCD|회원등급구분코드
MBSH_MNGT_DVCD|회원관리구분코드
MBSH_NM|회원명
MBSH_NO|회원번호
MBSH_PNT|회원점수
MBSH_REG_NO|회원등록번호
MBSH_STTUS_DVCD|회원상태구분코드
MBSH|회원
MBUDG_AMT|본예산금액
MBUDG_CHNG_AMT|본예산변경금액
MBUDG|본예산
MCLS_CD_NM|중분류코드명
MCLS_CD|중분류코드
MCLS|중분류
MCNC|기계식
MCNT|월수
MCUR|주현
MDC_DVCD|역종구분코드
MDC_NM|역종명
MDC|역종
MDEET|MDEET
MDIV|월할
MDTHE|석사학위논문
MDUL_CD|모듈코드
MDUL_DESC|모듈설명
MDUL_DVCD|모듈구분코드
MDUL_ENG_NM|모듈영문명
MDUL_FAC_BASS_CD|모듈이수기준코드
MDUL_NM|모듈명
MDUL_PHASE_CD|모듈단계코드
MDUL_PHASE_NM|모듈단계명
MDUL_YEAR|모듈년도
MDUL|모듈
MEANS|수단
MEDICAL_CLASR_CD|의학교실코드
MEDICAL_EXCPT_PPNU_CNT|의학외인원수
MEDICAL_PPNU_CNT|의학인원수
MEDICAL_SPCLTY_GRSC_TOTL_LEC_HRS|의학전문대학원총강의시수
MEDICAL_SPCLTY_GRSC_WEEK_RESP_LEC_HRS|의학전문대학원주담당강의시수
MEDICAL|의학
MEDIC_DSPS|의료비장애인
MEDIC_ETC_65AOV|의료비기타65세이상
MEDIC_ETC_GENR|의료비기타일반
MEDIC_ETC_INFT|의료비기타난임
MEDIC_ETC_LMINSU|의료비기타실손의료보험
MEDIC_ETC_OBSC|의료비기타장애
MEDIC_ETC_SELF|의료비기타본인
MEDIC_ETC|의료비기타
MEDIC_NTS_65AOV|의료비국세청65세이상
MEDIC_NTS_GENR|의료비국세청일반
MEDIC_NTS_INFT|의료비국세청난임
MEDIC_NTS_LMINSU|의료비국세청실손의료보험
MEDIC_NTS_OBSC|의료비국세청장애
MEDIC_NTS_SELF|의료비국세청본인
MEDIC_NTS|의료비국세청
MEDIC_TEXT|의료비내용
MEDIC_TXDE|의료비세액공제
MEDIC|의료비
MEDIUM|중
MEDI_AMT|의료금액
MEDI_DEDU_AMT|의료공제금액
MEDI_DSPS_DEDU_AMT|의료장애인공제금액
MEDI_DVCD|의료구분코드
MEDI_ETC_DEDU_AMT|의료기타공제금액
MEDI_INSUC_DEDU|의료보험료공제
MEDI_INSU_AMT|의료보험금액
MEDI_INSU_JOIN_YN|의료보험가입여부
MEDI_LECM_DVCD|의료강의실구분코드
MEDI_PENS_DVCD|의료연금구분코드
MEDI_PENS_GRD_CD|의료연금등급코드
MEDI_PENS_GRD_DVCD|의료연금등급구분코드
MEDI_PRUF_DVCD|의료증빙구분코드
MEDI_PRUF_MAT_DVCD|의료증빙자료구분코드
MEDI_YN|의료여부
MEDI|의료
MEDM|매체
MEDUNV|의과대
MEET_AGEN|회의안건
MEET_ATDC_TMCNT_ARTC|회의참석횟수항목
MEET_ATDC_TMCNT|회의참석횟수
MEET_BEGIN_TIME|회의시작시간
MEET_BF_DWLD_TMCNT|회의전다운로드횟수
MEET_BF_MAT_DWLD_DT|회의전자료다운로드일시
MEET_BF_MAT_DWLD_TMCNT|회의전자료다운로드횟수
MEET_DVCD|회의구분코드
MEET_END_TIME|회의종료시간
MEET_ENG_NM|회의영문명
MEET_EPS_PAYT_YN|회의비용지급여부
MEET_EPS|회의비용
MEET_EXPT_BEGIN_TIME|회의예정시작시간
MEET_EXPT_END_TIME|회의예정종료시간
MEET_MAT_CREAT_DT|회의자료생성일시
MEET_NM|회의명
MEET_ODR|회의차수
MEET_PLACE|회의장소
MEET_RESULT_MAT_DWLD_DT|회의결과자료다운로드일시
MEET_RESULT_MAT_DWLD_TMCNT|회의결과자료다운로드횟수
MEET_RESULT_MAT_FILE_NM|회의결과자료파일명
MEET_RESULT_MAT_FLPTH|회의결과자료파일경로
MEET_SEQ|회의순번
MEET_TEME|회의주제
MEET_TIME|회의시간
MEET_YMD|회의일자
MEET_YY|회의연도
MEET|회의
MEMB_NO|구성원번호
MEMB|구성원
MENACE|을근
MENO_TEXT|메모내용
MENO|메모
MENT|멘토
MENUAL|메뉴얼
MENU_ABBR_NM|메뉴약어명
MENU_CHN_ABBR_NM|메뉴중문약어명
MENU_CHN_DESC|메뉴중문설명
MENU_CHN_NM|메뉴중문명
MENU_DESC|메뉴설명
MENU_DISP_YN|메뉴표시여부
MENU_ENG_ABBR_NM|메뉴영문약어명
MENU_ENG_DESC|메뉴영문설명
MENU_ENG_NM|메뉴영문명
MENU_ID|메뉴ID
MENU_LK_YN|메뉴링크여부
MENU_LVL|메뉴레벨
MENU_NM|메뉴명
MENU_TIP_SEQ|메뉴팁순번
MENU_TIP_TEXT|메뉴팁내용
MENU_TIP_TITLE|메뉴팁제목
MENU_USE_TIME_LMTT_CD|메뉴사용시간제한코드
MENU|메뉴
MERC_NM|상품명
MERC|상품
MERE|진단서
MERNM|품명
MFA_ESSNTL_YN|이차인증필수여부
MFA_USE_YN|이차인증사용여부
MFA_XCPT_DTM|이차인증예외일시분
MFA_XCPT_YN|이차인증예외여부
MFA|이차인증
MFEES|잡부금
MGRADE_HDCT|M등급인원수
MGRADE|M등급
MICRO_MDUL_FAC_YN|마이크로모듈이수여부
MICRO_MDUL_NM|마이크로모듈명
MICRO_MDUL_TARGT_YN|마이크로모듈대상여부
MICRO_MDUL_YN|마이크로모듈여부
MICRO|마이크로
MIC_NCNT|마이크갯수
MIC|마이크
MIDD_CANC_IPSBL_YN|중간취소불가여부
MIDD_CK_DSTNCT_CD|중간체크구분코드
MIDD_CK_DVCD|중간체크구분코드
MIDD_EVL_TEXT|중간평가내용
MIDD_EXAM_CD|중간시험코드
MIDD_EXAM_CNT|중간시험수
MIDD_EXAM_PNT|중간시험점수
MIDD_EXAM_YN|중간시험여부
MIDD_LISTEN_PNT|중간듣기점수
MIDD_READ_PNT|중간읽기점수
MIDD_RESULT_SUMMARY|중간결과요약
MIDD_RPT_ATCH_FILE_NM|중간보고첨부파일명
MIDD_RPT_ATCH_FILE_SVR_PATH|중간보고첨부파일서버경로
MIDD_RPT_BEGIN_YMD|중간보고시작일자
MIDD_RPT_END_YMD|중간보고종료일자
MIDD_SPEAKING_PNT|중간말하기점수
MIDD_WRITING_PNT|중간쓰기점수
MIDD|중간
MIDW_ETRC_YN|중도입실여부
MIDW_FAILIN_PPNU|중도탈락인원
MIDW_FAILIN_RT|중도탈락율
MIDW_YN|중도여부
MIDW|중도
MIGRU_ID|이관자ID
MIGRU|이관자
MIGR_CD|이관코드
MIGR_DLNG_YN|이관처리여부
MIGR_DTMS|이관일시분초
MIGR_DT|이관일시
MIGR_DVCD|이관구분코드
MIGR_ID|이관ID
MIGR_NO|이관번호
MIGR_PLACE|이관장소
MIGR_REASON|이관사유
MIGR_STAF_NO|이관교직원번호
MIGR_TERM|이관기간
MIGR_TPEX_DVCD|이관전형구분코드
MIGR_YMD|이관일자
MIGR_YN|이관여부
MIGR|이관
MILEG|연비
MILIPE|군인연금
MILITSC|군사학
MILITS_BEGIN_YMD|복무시작일자
MILITS_END_YMD|복무종료일자
MILITS_RTAT_AMT|복무소급금액
MILITS|복무
MIND|의사
